id_pedido,id_item,descricao,qtd,preco_unitario,preco_baseline
PC000445,2,Compressor para perfuração,3,1090384.67,1035832.19
PC000446,1,Protetor auricular tipo plug,286,103.93,121.17
PC000446,2,Protetor auricular tipo plug,209,215.39,248.52
PC000446,3,Bota de segurança com biqueira,48,174.11,190.77
PC000446,4,Capacete de segurança classe B,266,122.31,114.79
PC000446,5,Capacete de segurança classe B,308,174.41,169.07
PC000447,1,Manta de revestimento de britador,6,61965.05,56057.06
PC000447,2,Placa de desgaste do britador,8,13071.01,11791.42
PC000447,3,Placa de desgaste do britador,1,24058.27,25983.97
PC000447,4,Placa de desgaste do britador,2,54992.25,54150.97
PC000447,5,Cone de britagem,1,13773.68,13411.18
PC000448,1,Placa de desgaste do britador,1,32339.16,36729.79
PC000448,2,Rolamento de britador,3,30847.05,30345.37
PC000448,3,Manta de revestimento de britador,2,57063.14,54651.63
PC000448,4,Eixo principal de britador,6,29159.28,30699.29
PC000448,5,Eixo principal de britador,1,21922.36,19810.55
PC000449,1,Pneu OTR 40.00R57,2,34576.87,38346.91
PC000449,2,Pneu OTR 27.00R49,3,24455.63,27339.57
PC000449,3,Câmara de ar para pneu OTR,1,38153.26,36014.32
PC000449,4,Câmara de ar para pneu OTR,2,46554.34,49935.01
PC000450,1,Bota de segurança com biqueira,258,99.77,103.69
PC000450,2,Respirador semifacial,128,113.94,112.29
PC000450,3,Óculos de segurança ampla visão,427,263.45,277.48
PC000450,4,Capacete de segurança classe B,342,270.04,269.35
PC000450,5,Capacete de segurança classe B,148,89.92,103.06
PC000451,1,Câmara de ar para pneu OTR,2,48206.9,45311.54
PC000451,2,Câmara de ar para pneu OTR,1,55659.14,56991.54
PC000452,1,Inspeção preditiva por análise de vibração,1,76308.17,68628.83
PC000453,1,Frete rodoviário de minério,4,61628.23,60668.17
PC000453,2,Transporte de equipamento pesado,3,65433.57,64768.76
PC000453,3,Serviço de movimentação logística interna,5,26605.38,26482.69
PC000453,4,Locação de caminhão fora de estrada,3,21862.78,24424.8
PC000454,1,Óculos de segurança ampla visão,18,176.82,158.45
PC000454,2,Capacete de segurança classe B,336,288.56,296.76
PC000454,3,Óculos de segurança ampla visão,151,350.8,314.79
PC000454,4,Óculos de segurança ampla visão,102,99.24,96.24
PC000455,1,Placa de desgaste do britador,6,10255.99,10181.69
PC000455,2,Cone de britagem,5,51091.11,58714.68
PC000455,3,Rolamento de britador,1,38050.36,39230.1
PC000455,4,Cone de britagem,2,32418.08,34573.85
PC000455,5,Mandíbula fixa para britador,7,12110.32,11712.45
PC000456,1,Pneu OTR 27.00R49,1,25378.79,29542.52
PC000456,2,Câmara de ar para pneu OTR,1,65641.92,61850.75
PC000456,3,Pneu OTR 40.00R57,2,48846.38,45276.46
PC000456,4,Pneu OTR 40.00R57,4,81264.88,72908.05
PC000456,5,Protetor de pneu OTR,5,57820.81,54251.7
PC000457,1,Óleo de engrenagem ISO 320,73,217.04,195.65
PC000457,2,Óleo de engrenagem ISO 320,67,744.19,724.13
PC000457,3,Fluido refrigerante concentrado,196,922.62,875.85
PC000458,1,Pneu OTR 40.00R57,4,65091.92,74613.9
PC000458,2,Pneu OTR 40.00R57,5,38518.65,35635.96
PC000459,1,Emenda de correia vulcanizada,8,18134.16,16366.8
PC000459,2,Emenda de correia vulcanizada,1,5916.93,5419.12
PC000459,3,Correia transportadora EP630 3 lonas,12,4260.97,3873.39
PC000459,4,Raspador de correia primário,12,4951.53,5422.99
PC000459,5,Raspador de correia primário,7,21105.26,22750.12
PC000460,1,Inspeção preditiva por análise de vibração,1,105479.22,119325.42
PC000460,2,Serviço de solda especializada,4,119480.53,109727.54
PC000460,3,Manutenção corretiva de bomba de polpa,3,100239.64,92130.91
PC000460,4,Serviço de solda especializada,1,20323.9,22509.49
PC000460,5,Inspeção preditiva por análise de vibração,4,37082.27,41850.24
PC000461,1,Pneu OTR 27.00R49,3,50876.56,45652.88
PC000461,2,Câmara de ar para pneu OTR,6,85743.95,81531.66
PC000461,3,Pneu OTR 40.00R57,5,76030.98,81330.03
PC000462,1,Pneu OTR 40.00R57,1,85996.01,84565.14
PC000462,2,Pneu OTR 27.00R49,5,78650.17,78392.88
PC000462,3,Pneu OTR 27.00R49,5,51993.7,56729.95
PC000462,4,Protetor de pneu OTR,3,34862.34,32626.15
PC000462,5,Pneu OTR 27.00R49,5,30068.52,27084.87
PC000463,1,Pneu OTR 27.00R49,3,77887.15,75862.16
PC000464,1,Espoleta eletrônica,29,292.26,266.83
PC000464,2,Emulsão explosiva bombeada,107,560.13,506.76
PC000464,3,Cordel detonante 10g/m,334,344.19,380.84
PC000465,1,Pneu OTR 40.00R57,2,58153.79,63703.64
PC000465,2,Pneu OTR 40.00R57,1,52884.78,49270.95
PC000466,1,Frete de cargas indivisíveis,2,78145.5,70719.61
PC000466,2,Frete de cargas indivisíveis,4,60264.69,64552.71
PC000466,3,Serviço de movimentação logística interna,3,9811.58,11336.53
PC000466,4,Frete rodoviário de minério,4,69429.46,77671.52
PC000466,5,Frete de cargas indivisíveis,2,37953.18,39319.93
PC000467,1,Booster 450g,24,202.62,183.07
PC000467,2,Booster 450g,41,305.69,342.61
PC000468,1,Pneu OTR 40.00R57,3,58821.6,63811.17
PC000468,2,Pneu OTR 27.00R49,5,88626.21,81044.78
PC000469,1,Bota de segurança com biqueira,409,271.94,249.02
PC000470,1,Reforma de redutor industrial,2,104455.08,109725.18
PC000470,2,Serviço de manutenção preventiva de britador,1,7847.26,9148.62
PC000470,3,Serviço de manutenção preventiva de britador,4,90551.28,96004.5
PC000471,1,Serviço de solda especializada,3,95216.18,104128.12
PC000471,2,Reforma de redutor industrial,1,7181.29,6695.31
PC000472,1,Manutenção corretiva de bomba de polpa,3,49338.89,57774.15
PC000472,2,Serviço de solda especializada,4,49595.14,48306.78
PC000472,3,Reforma de redutor industrial,3,64461.7,60585.19
PC000473,1,Rolete de carga,8,7088.02,6765.43
PC000474,1,Manta de revestimento de britador,4,54559.97,52971.04
PC000474,2,Eixo principal de britador,7,43532.94,40057.4
PC000474,3,Placa de desgaste do britador,4,11611.35,11064.51
PC000475,1,Câmara de ar para pneu OTR,4,51281.42,57282.39
PC000475,2,Pneu OTR 27.00R49,4,76152.12,69038.51
PC000475,3,Pneu OTR 27.00R49,1,46872.53,48650.55
PC000475,4,Pneu OTR 27.00R49,2,52904.54,55435.61
PC000475,5,Protetor de pneu OTR,1,87899.34,81756.2
PC000476,1,Luva de raspa de couro,277,126.26,118.26
PC000476,2,Respirador semifacial,82,117.58,107.25
PC000476,3,Protetor auricular tipo plug,200,170.75,185.63
PC000477,1,Raspador de correia primário,1,7855.15,8828.25
PC000478,1,Rolamento de britador,1,49123.0,56249.73
PC000478,2,Eixo principal de britador,5,30136.47,27098.29
PC000478,3,Cone de britagem,4,10645.63,12028.76
PC000479,1,Mandíbula fixa para britador,4,18728.19,16741.17
PC000479,2,Mandíbula fixa para britador,3,15453.79,15453.33
PC000479,3,Rolamento de britador,1,15894.69,15122.7
PC000479,4,Rolamento de britador,6,24418.74,23733.03
PC000479,5,Eixo principal de britador,7,50298.96,48243.82
PC000480,1,Frete rodoviário de minério,4,51008.53,46596.93
PC000480,2,Serviço de movimentação logística interna,5,73928.11,72381.92
PC000481,1,Protetor auricular tipo plug,101,334.84,327.15
PC000481,2,Protetor auricular tipo plug,279,77.59,74.65
PC000481,3,Capacete de segurança classe B,478,101.69,94.79
PC000482,1,Bota de segurança com biqueira,302,321.81,289.58
PC000483,1,Rolete de carga,1,11055.78,10184.05
PC000484,1,Placa de desgaste do britador,6,53495.52,51538.22
PC000484,2,Eixo principal de britador,3,61341.15,55097.69
PC000485,1,Protetor de pneu OTR,1,27410.64,30426.14
PC000485,2,Câmara de ar para pneu OTR,2,70939.97,63741.58
PC000485,3,Pneu OTR 27.00R49,3,53655.69,58360.28
PC000486,1,Cone de britagem,1,49119.11,47869.57
PC000486,2,Placa de desgaste do britador,8,12588.29,12226.3
PC000486,3,Rolamento de britador,4,48611.37,46865.24
PC000486,4,Manta de revestimento de britador,5,16203.23,17256.21
PC000487,1,Emenda de correia vulcanizada,6,13537.52,15099.36
PC000487,2,Raspador de correia primário,11,15114.09,17645.44
PC000487,3,Emenda de correia vulcanizada,7,5774.27,5159.05
PC000487,4,Tambor de acionamento,6,17259.07,16681.19
PC000488,1,Pneu OTR 40.00R57,3,28999.41,33714.35
PC000488,2,Protetor de pneu OTR,4,29320.55,28066.7
PC000489,1,Cone de britagem,8,25710.54,25405.05
PC000489,2,Rolamento de britador,5,17948.46,16462.77
PC000489,3,Rolamento de britador,8,42275.0,38865.89
PC000489,4,Placa de desgaste do britador,4,19782.92,21133.89
PC000490,1,Locação de caminhão fora de estrada,3,76764.78,76502.63
PC000490,2,Locação de caminhão fora de estrada,2,82681.61,74098.87
PC000490,3,Serviço de movimentação logística interna,2,77591.47,76313.53
PC000490,4,Serviço de movimentação logística interna,1,68449.79,77744.71
PC000491,1,Placa de desgaste do britador,2,18520.8,17598.87
PC000491,2,Mandíbula fixa para britador,4,17505.75,16015.17
PC000491,3,Rolamento de britador,8,14795.42,16285.15
PC000491,4,Placa de desgaste do britador,4,61000.83,55467.32
PC000492,1,Perfuratriz hidráulica de superfície,3,940458.87,898016.76
PC000492,2,Haste de perfuração T45,2,671022.78,626906.45
PC000492,3,Punho de perfuração,3,260783.15,279539.24
PC000493,1,Serviço de solda especializada,3,49287.18,55071.07
PC000493,2,Serviço de manutenção preventiva de britador,2,32982.82,37770.87
PC000494,1,"Cabo de potência 0,6/1kV 240mm²",22,34626.51,33023.65
PC000494,2,Inversor de frequência 75kW,6,15160.14,14492.35
PC000494,3,"Cabo de potência 0,6/1kV 240mm²",1,23038.53,21979.04
PC000495,1,"Válvula gaveta 12""",6,60278.46,59481.37
PC000495,2,"Válvula gaveta 12""",7,34255.35,38390.53
PC000495,3,"Válvula gaveta 12""",1,27043.85,25255.31
PC000495,4,Bomba de polpa 8/6,9,60498.5,57366.37
PC000496,1,Bloco refratário magnesiano,113,783.24,896.66
PC000496,2,Massa de socaria refratária,73,501.1,512.52
PC000496,3,Tijolo refratário sílico-aluminoso,81,1688.49,1619.08
PC000497,1,Manutenção corretiva de bomba de polpa,3,48031.74,44719.42
PC000497,2,Manutenção corretiva de bomba de polpa,4,9432.09,9673.71
PC000497,3,Inspeção preditiva por análise de vibração,1,49382.37,48919.99
PC000497,4,Serviço de manutenção preventiva de britador,4,45104.03,51085.05
PC000498,1,Protetor de pneu OTR,6,69370.99,75524.7
PC000498,2,Pneu OTR 27.00R49,3,74159.16,71774.63
PC000499,1,Tambor de acionamento,5,8686.35,7775.75
PC000499,2,Correia transportadora EP630 3 lonas,2,6284.31,6701.11
PC000500,1,Tambor de acionamento,7,13198.37,12676.67
PC000500,2,Emenda de correia vulcanizada,6,18101.43,20831.77
PC000500,3,Emenda de correia vulcanizada,4,13017.2,14007.65
PC000500,4,Emenda de correia vulcanizada,1,17187.02,17026.41
PC000500,5,Raspador de correia primário,9,21756.7,24646.26
PC000501,1,Inspeção preditiva por análise de vibração,3,76384.7,69962.63
PC000501,2,Serviço de solda especializada,4,108133.46,118813.23
PC000501,3,Manutenção corretiva de bomba de polpa,1,13746.3,16152.68
PC000501,4,Serviço de solda especializada,3,22449.05,25541.58
PC000501,5,Inspeção preditiva por análise de vibração,4,39248.97,45482.83
PC000502,1,Manta de revestimento de britador,8,40716.29,47355.07
PC000502,2,Rolamento de britador,3,25119.45,28802.83
PC000502,3,Rolamento de britador,3,39380.23,43534.29
PC000502,4,Manta de revestimento de britador,7,31513.87,29335.28
PC000502,5,Cone de britagem,2,43622.57,39177.54
PC000503,1,Protetor auricular tipo plug,271,309.17,303.3
PC000503,2,Luva de raspa de couro,380,263.57,307.13
PC000503,3,Bota de segurança com biqueira,175,52.09,53.37
PC000503,4,Luva de raspa de couro,246,173.83,165.04
PC000503,5,Bota de segurança com biqueira,417,73.76,68.49
PC000504,1,Fluido refrigerante concentrado,179,691.0,617.26
PC000505,1,Tijolo refratário sílico-aluminoso,128,1821.69,2083.16
PC000505,2,Argamassa refratária,98,1125.65,1046.62
PC000505,3,Bloco refratário magnesiano,114,1727.2,1985.56
PC000505,4,Concreto refratário denso,33,1634.73,1827.23
PC000506,1,Emenda de correia vulcanizada,5,9926.24,9547.41
PC000506,2,Rolete de carga,12,7374.8,7561.16
PC000507,1,Protetor auricular tipo plug,300,236.66,224.79
PC000507,2,Protetor auricular tipo plug,89,266.97,262.36
PC000508,1,Eixo principal de britador,5,29749.32,26936.41
PC000508,2,Placa de desgaste do britador,7,36630.36,32802.67
PC000509,1,Tijolo refratário sílico-aluminoso,128,505.3,504.44
PC000509,2,Bloco refratário magnesiano,92,599.42,624.08
PC000509,3,Tijolo refratário sílico-aluminoso,35,1521.23,1652.99
PC000509,4,Tijolo refratário sílico-aluminoso,139,2351.8,2253.49
PC000509,5,Massa de socaria refratária,107,1693.06,1595.89
PC000510,1,Cordel detonante 10g/m,141,412.65,480.79
PC000510,2,Estopim de segurança,126,419.53,417.51
PC000511,1,Protetor de pneu OTR,5,37740.69,39798.78
PC000511,2,Pneu OTR 27.00R49,4,25229.17,25075.46
PC000512,1,Mandíbula fixa para britador,5,41491.11,37605.12
PC000512,2,Eixo principal de britador,8,42383.63,48424.58
PC000512,3,Cone de britagem,8,55249.88,59596.36
PC000512,4,Cone de britagem,8,37437.81,40818.67
PC000512,5,Placa de desgaste do britador,5,22628.31,21738.4
PC000513,1,Booster 450g,270,280.43,288.66
PC000513,2,Estopim de segurança,354,201.3,191.13
PC000513,3,Espoleta eletrônica,103,119.52,125.83
PC000514,1,Haste de perfuração T45,1,282447.75,294932.55
PC000514,2,Compressor para perfuração,3,750463.19,822101.63
PC000514,3,Haste de perfuração T45,3,811747.93,746657.2
PC000515,1,Óculos de segurança ampla visão,167,142.06,153.45
PC000515,2,Óculos de segurança ampla visão,38,296.98,339.29
PC000515,3,Respirador semifacial,402,104.25,101.78
PC000515,4,Óculos de segurança ampla visão,376,95.8,95.53
PC000516,1,Protetor de pneu OTR,1,20696.54,23358.74
PC000516,2,Protetor de pneu OTR,1,63499.83,74248.41
PC000516,3,Pneu OTR 27.00R49,2,39888.02,38170.27
PC000517,1,Luva de raspa de couro,176,376.05,342.2
PC000518,1,Pneu OTR 27.00R49,5,78141.65,76846.32
PC000518,2,Protetor de pneu OTR,6,60156.76,69220.99
PC000518,3,Protetor de pneu OTR,6,75082.84,81690.14
PC000518,4,Câmara de ar para pneu OTR,3,45523.38,41976.87
PC000518,5,Protetor de pneu OTR,5,69281.2,71830.82
PC000519,1,Bomba centrífuga multiestágio,1,45371.7,40685.74
PC000519,2,Bomba de polpa 8/6,9,38429.11,35710.64
PC000519,3,"Válvula gaveta 12""",10,8837.23,8719.69
PC000520,1,Tambor de acionamento,8,13178.68,12105.28
PC000520,2,Emenda de correia vulcanizada,2,6083.68,5769.33
PC000520,3,Emenda de correia vulcanizada,1,9829.2,10934.45
PC000521,1,Serviço de movimentação logística interna,4,46868.73,53674.57
PC000521,2,Transporte de equipamento pesado,5,15983.81,15597.96
PC000521,3,Transporte de equipamento pesado,1,6600.54,5993.06
PC000521,4,Transporte de equipamento pesado,5,26427.4,30487.49
PC000521,5,Transporte de equipamento pesado,2,16452.52,19329.31
PC000522,1,Manta de revestimento de britador,4,29112.44,27781.66
PC000522,2,Eixo principal de britador,7,33042.3,38691.29
PC000522,3,Placa de desgaste do britador,2,14126.41,16469.92
PC000522,4,Mandíbula fixa para britador,6,44877.34,46983.49
PC000522,5,Mandíbula fixa para britador,6,36580.25,32854.91
PC000523,1,Luva de raspa de couro,438,32.7,30.33
PC000523,2,Óculos de segurança ampla visão,369,38.6,36.88
PC000523,3,Protetor auricular tipo plug,18,298.63,333.35
PC000524,1,Espoleta eletrônica,41,320.45,362.57
PC000525,1,Frete de cargas indivisíveis,1,60810.71,63778.32
PC000525,2,Frete rodoviário de minério,3,68570.46,73082.54
PC000525,3,Transporte de equipamento pesado,3,6709.54,6165.76
PC000526,1,Perfuratriz hidráulica de superfície,2,923789.0,1084851.34
PC000527,1,Bloco refratário magnesiano,126,1234.87,1216.16
PC000527,2,Argamassa refratária,98,2423.42,2395.71
PC000527,3,Concreto refratário denso,55,421.69,384.52
PC000528,1,Rolamento de britador,5,18294.67,17600.59
PC000528,2,Placa de desgaste do britador,5,43957.41,47514.47
PC000528,3,Rolamento de britador,3,38283.76,38127.17
PC000529,1,Câmara de ar para pneu OTR,4,43615.76,41222.33
PC000529,2,Protetor de pneu OTR,2,67649.49,63267.33
PC000530,1,Punho de perfuração,1,387318.42,365918.55
PC000530,2,Punho de perfuração,2,856644.13,822837.84
PC000530,3,Punho de perfuração,2,135095.58,150691.9
PC000531,1,Raspador de correia primário,8,11866.84,11749.86
PC000531,2,Rolete de carga,3,12141.84,10842.62
PC000531,3,Tambor de acionamento,3,20769.33,21240.3
PC000532,1,Estopim de segurança,95,222.55,232.19
PC000532,2,Estopim de segurança,125,517.09,507.82
PC000532,3,Booster 450g,227,441.93,516.68
PC000532,4,Booster 450g,161,253.38,241.19
PC000532,5,Emulsão explosiva bombeada,249,208.54,201.29
PC000533,1,Pneu OTR 40.00R57,1,66399.97,72372.21
PC000534,1,Mandíbula fixa para britador,4,50191.22,58094.58
PC000535,1,Manta de revestimento de britador,5,37792.71,35260.53
PC000535,2,Rolamento de britador,8,20794.65,23538.76
PC000535,3,Cone de britagem,3,12935.02,11660.94
PC000535,4,Cone de britagem,5,49975.82,57373.37
PC000535,5,Placa de desgaste do britador,2,41419.4,40598.71
PC000536,1,Óculos de segurança ampla visão,455,323.84,298.69
PC000536,2,Respirador semifacial,225,24.09,27.38
PC000537,1,Emenda de correia vulcanizada,1,3989.5,3876.58
PC000538,1,Compressor para perfuração,3,928870.02,1017901.47
PC000538,2,Perfuratriz hidráulica de superfície,1,825653.55,753861.79
PC000538,3,Punho de perfuração,3,191637.74,186303.19
PC000538,4,Perfuratriz hidráulica de superfície,3,959970.15,874421.93
PC000538,5,Punho de perfuração,2,849232.44,804739.09
PC000539,1,Perfuratriz hidráulica de superfície,3,980295.39,1139463.73
PC000540,1,Protetor auricular tipo plug,411,27.25,24.35
PC000540,2,Bota de segurança com biqueira,403,245.84,279.43
PC000540,3,Luva de raspa de couro,341,123.02,118.08
PC000540,4,Bota de segurança com biqueira,442,167.18,178.94
PC000541,1,Rolamento de britador,3,41126.53,47341.35
PC000541,2,Manta de revestimento de britador,6,26631.18,25524.06
PC000541,3,Eixo principal de britador,3,22413.21,24783.51
PC000541,4,Placa de desgaste do britador,5,49613.44,47352.07
PC000541,5,Placa de desgaste do britador,2,16536.89,18328.22
PC000542,1,Pneu OTR 27.00R49,6,79352.64,76649.26
PC000543,1,Reforma de redutor industrial,4,31623.59,30813.89
PC000544,1,Rolamento de britador,8,31570.14,29555.34
PC000544,2,Rolamento de britador,3,56011.98,52091.05
PC000544,3,Cone de britagem,5,49065.26,44750.79
PC000544,4,Cone de britagem,7,30315.83,27251.88
PC000544,5,Placa de desgaste do britador,6,12469.53,12006.1
PC000545,1,Manta de revestimento de britador,6,48326.19,45313.36
PC000545,2,Rolamento de britador,8,23209.69,21994.94
PC000545,3,Mandíbula fixa para britador,8,32946.19,38735.27
PC000546,1,Placa de desgaste do britador,2,54604.68,57646.18
PC000546,2,Manta de revestimento de britador,1,48919.72,45107.83
PC000546,3,Placa de desgaste do britador,7,20430.48,19190.62
PC000546,4,Rolamento de britador,5,27835.37,25187.73
PC000547,1,Protetor de pneu OTR,5,28577.88,26617.2
PC000547,2,Pneu OTR 40.00R57,6,25243.7,29606.92
PC000547,3,Câmara de ar para pneu OTR,2,21882.66,20123.1
PC000548,1,Reforma de redutor industrial,2,96242.76,102435.54
PC000548,2,Serviço de solda especializada,4,108442.15,106092.42
PC000548,3,Inspeção preditiva por análise de vibração,2,33423.24,31063.62
PC000548,4,Manutenção corretiva de bomba de polpa,4,91682.67,91458.77
PC000549,1,Selo mecânico para bomba de polpa,6,24551.31,28470.86
PC000550,1,Placa de desgaste do britador,3,43377.1,39185.35
PC000551,1,Manta de revestimento de britador,5,14567.66,13604.3
PC000551,2,Cone de britagem,2,37932.39,33877.85
PC000551,3,Rolamento de britador,8,58914.0,56287.54
PC000551,4,Manta de revestimento de britador,2,40548.1,42772.66
PC000552,1,Bota de segurança com biqueira,60,266.62,297.94
PC000552,2,Bota de segurança com biqueira,298,214.36,204.68
PC000552,3,Luva de raspa de couro,339,70.72,76.72
PC000552,4,Capacete de segurança classe B,159,348.21,330.93
PC000552,5,Bota de segurança com biqueira,261,14.65,16.15
PC000553,1,Respirador semifacial,466,222.52,208.91
PC000553,2,Protetor auricular tipo plug,170,262.31,260.83
PC000553,3,Respirador semifacial,207,72.84,72.38
PC000554,1,Óleo hidráulico ISO VG 68,122,929.42,856.22
PC000555,1,Protetor auricular tipo plug,12,352.15,317.3
PC000555,2,Óculos de segurança ampla visão,100,361.0,345.58
PC000555,3,Protetor auricular tipo plug,32,65.91,61.33
PC000556,1,Concreto refratário denso,7,1122.71,1086.45
PC000556,2,Tijolo refratário sílico-aluminoso,129,617.01,693.29
PC000556,3,Tijolo refratário sílico-aluminoso,119,395.23,391.91
PC000556,4,Bloco refratário magnesiano,34,468.31,464.6
PC000557,1,Perfuratriz hidráulica de superfície,2,404062.3,398869.4
PC000557,2,Punho de perfuração,2,1115832.91,1001622.78
PC000557,3,Compressor para perfuração,2,306188.69,304882.75
PC000557,4,Perfuratriz hidráulica de superfície,1,190349.34,204775.42
PC000557,5,Compressor para perfuração,3,884868.54,983178.21
PC000558,1,Serviço de movimentação logística interna,5,4410.84,5080.05
PC000559,1,Protetor de pneu OTR,1,35596.13,34216.96
PC000559,2,Câmara de ar para pneu OTR,1,76541.97,80736.29
PC000559,3,Pneu OTR 27.00R49,5,30726.97,29599.06
PC000559,4,Pneu OTR 40.00R57,6,22737.0,22689.46
PC000559,5,Pneu OTR 27.00R49,6,81869.87,85161.64
PC000560,1,Mandíbula fixa para britador,4,43302.09,47633.17
PC000560,2,Eixo principal de britador,8,58658.07,56734.97
PC000561,1,"Bit de perfuração 4 1/2""",1,604543.73,588729.98
PC000561,2,"Bit de perfuração 4 1/2""",3,940587.97,898695.96
PC000561,3,Haste de perfuração T45,1,430860.0,492247.47
PC000561,4,Haste de perfuração T45,1,633794.97,595123.92
PC000562,1,Inversor de frequência 75kW,15,44604.0,42866.36
PC000562,2,Disjuntor caixa moldada 400A,5,31032.51,32604.19
PC000562,3,Transformador a seco 500kVA,19,9623.77,8918.17
PC000562,4,Inversor de frequência 75kW,12,44252.08,40535.87
PC000563,1,Luva de raspa de couro,221,23.07,25.4
PC000563,2,Óculos de segurança ampla visão,347,142.45,139.43
PC000563,3,Protetor auricular tipo plug,22,219.16,245.34
PC000563,4,Bota de segurança com biqueira,391,259.31,240.78
PC000563,5,Luva de raspa de couro,410,264.65,281.89
PC000564,1,Pneu OTR 27.00R49,6,24419.14,24988.65
PC000565,1,Óculos de segurança ampla visão,440,31.74,30.58
PC000565,2,Bota de segurança com biqueira,253,116.45,123.81
PC000565,3,Bota de segurança com biqueira,91,292.7,316.08
PC000566,1,Perfuratriz hidráulica de superfície,3,1152115.68,1138850.04
PC000567,1,Compressor para perfuração,3,722256.38,720539.48
PC000567,2,"Bit de perfuração 4 1/2""",3,799527.46,714796.97
PC000567,3,Haste de perfuração T45,1,301141.84,278503.73
PC000567,4,"Bit de perfuração 4 1/2""",1,1287727.99,1192044.42
PC000568,1,Punho de perfuração,2,1127773.57,1190706.02
PC000568,2,"Bit de perfuração 4 1/2""",2,1183200.14,1179880.76
PC000568,3,Compressor para perfuração,1,129976.24,138252.4
PC000568,4,Compressor para perfuração,2,389608.93,458019.97
PC000568,5,Punho de perfuração,3,172536.76,169873.49
PC000569,1,Booster 450g,366,212.43,232.58
PC000569,2,Espoleta eletrônica,218,400.06,427.88
PC000569,3,Booster 450g,292,121.56,125.43
PC000570,1,Punho de perfuração,1,342100.51,352116.35
PC000570,2,Perfuratriz hidráulica de superfície,1,953444.15,952341.88
PC000571,1,Mandíbula fixa para britador,1,39396.17,44615.68
PC000571,2,Placa de desgaste do britador,3,12774.49,12768.6
PC000572,1,Placa de desgaste do britador,8,37215.53,39483.81
PC000572,2,Manta de revestimento de britador,1,31306.91,31010.85
PC000572,3,Placa de desgaste do britador,5,17289.63,15482.42
PC000573,1,Óleo de engrenagem ISO 320,167,700.86,756.54
PC000573,2,Óleo de motor 15W40,60,433.35,398.21
PC000573,3,Graxa de lítio EP2,6,616.05,597.99
PC000573,4,Óleo hidráulico ISO VG 68,21,87.47,78.92
PC000574,1,Cone de britagem,2,39038.02,37598.46
PC000574,2,Eixo principal de britador,8,24984.38,27263.06
PC000574,3,Rolamento de britador,4,17680.73,19861.8
PC000574,4,Rolamento de britador,8,47118.8,53758.68
PC000575,1,Cone de britagem,6,28334.77,27835.78
PC000575,2,Manta de revestimento de britador,1,33911.0,30587.83
PC000576,1,Eixo principal de britador,1,29530.95,33860.77
PC000576,2,Rolamento de britador,5,21565.71,19842.44
PC000576,3,Mandíbula fixa para britador,7,48902.05,57261.21
PC000577,1,Emulsão explosiva bombeada,275,594.99,566.68
PC000577,2,Estopim de segurança,167,360.18,383.33
PC000578,1,Manta de revestimento de britador,8,11847.08,11282.5
PC000578,2,Placa de desgaste do britador,6,48533.46,43790.65
PC000578,3,Cone de britagem,8,52302.01,48913.92
PC000578,4,Eixo principal de britador,4,60045.32,54896.5
PC000579,1,Punho de perfuração,2,575617.01,652275.72
PC000580,1,Pneu OTR 40.00R57,4,76427.12,73975.19
PC000580,2,Pneu OTR 27.00R49,3,74925.14,79039.64
PC000580,3,Câmara de ar para pneu OTR,3,46586.87,43644.15
PC000580,4,Pneu OTR 40.00R57,3,45766.62,52898.24
PC000581,1,Pneu OTR 27.00R49,5,40282.79,38336.85
PC000581,2,Protetor de pneu OTR,3,35934.38,36791.13
PC000581,3,Protetor de pneu OTR,1,49848.93,44541.48
PC000581,4,Câmara de ar para pneu OTR,6,41967.9,45505.4
PC000581,5,Protetor de pneu OTR,1,87485.22,85457.01
PC000582,1,"Válvula borboleta 24""",3,25350.52,23780.64
PC000582,2,Bomba de polpa 8/6,6,25441.21,29198.79
PC000582,3,Selo mecânico para bomba de polpa,5,24486.13,24370.96
PC000583,1,Cone de britagem,2,36176.85,35184.59
PC000583,2,Rolamento de britador,6,27889.41,25584.22
PC000583,3,Rolamento de britador,7,39145.08,36345.79
PC000584,1,Pneu OTR 40.00R57,1,64828.35,64422.62
PC000584,2,Pneu OTR 40.00R57,4,19994.62,21052.43
PC000585,1,Pneu OTR 27.00R49,1,70584.62,66214.23
PC000585,2,Pneu OTR 27.00R49,2,54667.1,60456.14
PC000585,3,Pneu OTR 40.00R57,3,71558.66,68531.34
PC000585,4,Câmara de ar para pneu OTR,4,36979.38,33320.04
PC000586,1,Tambor de acionamento,4,8859.84,9185.86
PC000586,2,Raspador de correia primário,8,2347.4,2177.21
PC000586,3,Correia transportadora EP630 3 lonas,7,5863.99,6307.87
PC000587,1,Tambor de acionamento,8,2966.58,2777.64
PC000587,2,Rolete de carga,4,12860.49,13510.84
PC000587,3,Tambor de acionamento,6,6645.35,6349.29
PC000588,1,Bota de segurança com biqueira,417,355.78,345.48
PC000588,2,Capacete de segurança classe B,64,333.54,310.47
PC000588,3,Respirador semifacial,494,93.86,101.79
PC000589,1,Mandíbula fixa para britador,5,26139.53,29709.33
PC000589,2,Manta de revestimento de britador,5,17095.64,15375.58
PC000590,1,Transformador a seco 500kVA,1,5530.36,5243.89
PC000590,2,Inversor de frequência 75kW,23,22369.85,25173.53
PC000591,1,Pneu OTR 27.00R49,4,50995.55,47694.55
